,SiteID,TreeName,Species,Maturity,EstYear,StudyArea,Elev.x,Elev.y
2631,HIL,HK2102,ABLA,SEE,1967,JNP,125,2270.941176
2632,HIL,HK2301,ABLA,SEE,1976,JNP,125,2270.941176
2633,HIL,HK3101,ABLA,SEE,1961,JNP,125,2270.941176
2634,HIL,HK3301,PIEN,SEE,1963,JNP,125,2270.941176
2635,HIL,HK4101,ABLA,SEE,1980,JNP,125,2270.941176
2636,HIL,HK4102,PIEN,SEE,1967,JNP,125,2270.941176
2637,HIL,HK4201,ABLA,SEE,1976,JNP,125,2270.941176
2638,HIL,HK5101,ABLA,SEE,1976,JNP,125,2270.941176
2639,HIL,HK5301,ABLA,SEE,1963,JNP,125,2270.941176
2640,HIL,HK5401,ABLA,SEE,1971,JNP,125,2270.941176
2641,HIL,HK6301,PIEN,SEE,1972,JNP,125,2270.941176
2642,HUM,A1_105,ABLA,MAT,1953,KC,-100,1970.6
2643,HUM,A1_106,PIEN,MAT,1962,KC,-100,1970.6
2644,HUM,A1_112,ABLA,MAT,1974,KC,-100,1970.6
2645,HUM,A1_113,PIEN,MAT,1950,KC,-100,1970.6
2646,HUM,A1_114,ABLA,MAT,1969,KC,-100,1970.6
2647,HUM,A1_115,ABLA,MAT,1954,KC,-100,1970.6
2648,HUM,A1_116,ABLA,MAT,1950,KC,-100,1970.6
2649,HUM,A1_117,ABLA,SAP,1984,KC,-100,1970.6
2650,HUM,A1_118,PIEN,MAT,1973,KC,-100,1970.6
2651,HUM,A1_131,ABLA,SAP,1989,KC,-100,1970.6
2652,HUM,A1_132,ABLA,SAP,1990,KC,-100,1970.6
2653,HUM,A1_287,PIEN,SEE,1998,KC,-100,1970.6
2654,HUM,A1_288,ABLA,SEE,1999,KC,-100,1970.6
2655,HUM,A1_289,PIEN,SEE,2003,KC,-100,1970.6
2656,HUM,A1_290,ABLA,SEE,2000,KC,-100,1970.6
2657,HUM,A1_291,ABLA,SEE,2000,KC,-100,1970.6
2658,HUM,A1_292,PIEN,SEE,2001,KC,-100,1970.6
2659,HUM,A2_475,ABLA,MAT,1974,KC,-100,1970.6
2660,HUM,A2_476,ABLA,MAT,1984,KC,-100,1970.6
2661,HUM,A2_477,PIEN,SAP,1986,KC,-100,1970.6
2662,HUM,A2_478,ABLA,MAT,1964,KC,-100,1970.6
2663,HUM,A2_482,PIEN,MAT,1982,KC,-100,1970.6
2664,HUM,A2_483,PIEN,MAT,1932,KC,-100,1970.6
2665,HUM,A2_484,PIEN,MAT,1967,KC,-100,1970.6
2666,HUM,A2_485,PIEN,MAT,1944,KC,-100,1970.6
2667,HUM,A2_486,PIEN,MAT,1964,KC,-100,1970.6
2668,HUM,A2_487,PIEN,MAT,1955,KC,-100,1970.6
2669,HUM,A2_488,PIEN,MAT,1952,KC,-100,1970.6
2670,HUM,A2_546,PIEN,SAP,1977,KC,-100,1970.6
2671,HUM,A2_547,PIEN,SEE,1983,KC,-100,1970.6
2672,HUM,A2_548,PIEN,SEE,1986,KC,-100,1970.6
2673,HUM,A2_549,PIEN,SEE,1996,KC,-100,1970.6
2674,HUM,A2_551,ABLA,SEE,1988,KC,-100,1970.6
2675,HUM,A2_554,ABLA,SEE,1998,KC,-100,1970.6
2676,HUM,A2_555,ABLA,SEE,2000,KC,-100,1970.6
2677,HUM,A3_097,PIEN,MAT,1989,KC,-100,1970.6
2678,HUM,A3_550,PIEN,SAP,1982,KC,-100,1970.6
2679,HUM,A3_646,PIEN,SEE,2001,KC,-100,1970.6
2680,HUM,A3_647,ABLA,SAP,1984,KC,-100,1970.6
2681,HUM,A3_648,ABLA,SEE,2001,KC,-100,1970.6
2682,HUM,A3_649,ABLA,SEE,2004,KC,-100,1970.6
2683,HUM,A3_650,ABLA,SEE,1989,KC,-100,1970.6
2684,HUM,B1_031,ABLA,SAP,1957,KC,-50,1994.2
2685,HUM,B1_032,ABLA,SAP,1977,KC,-50,1994.2
2686,HUM,B1_033,ABLA,SAP,1952,KC,-50,1994.2
2687,HUM,B1_034,PIEN,SAP,1979,KC,-50,1994.2
2688,HUM,B1_035,ASPEN,MAT,1965,KC,-50,1994.2
2689,HUM,B1_036,PIEN,MAT,1965,KC,-50,1994.2
2690,HUM,B1_037,ASPEN,SAP,1976,KC,-50,1994.2
2691,HUM,B1_038,PIEN,SAP,1976,KC,-50,1994.2
2692,HUM,B1_481,PIEN,MAT,1933,KC,-50,1994.2
2693,HUM,B1_483,ABLA,SEE,1998,KC,-50,1994.2
2694,HUM,B1_484,PIEN,SEE,1985,KC,-50,1994.2
2695,HUM,B2_147,PIEN,MAT,1937,KC,-50,1994.2
2696,HUM,B2_148,PIEN,MAT,1950,KC,-50,1994.2
2697,HUM,B2_149,PIEN,MAT,1954,KC,-50,1994.2
2698,HUM,B2_150,PIEN,MAT,1947,KC,-50,1994.2
2699,HUM,B2_151,PIEN,SAP,1991,KC,-50,1994.2
2700,HUM,B2_152,ABLA,MAT,1970,KC,-50,1994.2
2701,HUM,B2_153,PIEN,MAT,1945,KC,-50,1994.2
2702,HUM,B2_154,PIEN,MAT,1936,KC,-50,1994.2
2703,HUM,B2_155,PIEN,MAT,1953,KC,-50,1994.2
2704,HUM,B2_479,PIEN,SAP,1964,KC,-50,1994.2
2705,HUM,B2_480,ASPEN,SAP,1969,KC,-50,1994.2
2706,HUM,B3_093,ABLA,SAP,1988,KC,-50,1994.2
2707,HUM,B3_094,ABLA,SAP,1984,KC,-50,1994.2
2708,HUM,B3_095,ABLA,SAP,1958,KC,-50,1994.2
2709,HUM,B3_096,PIEN,SAP,1986,KC,-50,1994.2
2710,HUM,B3_236,PIEN,SEE,1996,KC,-50,1994.2
2711,HUM,B3_237,PIEN,SEE,1996,KC,-50,1994.2
2712,HUM,B3_238,PIEN,SEE,1991,KC,-50,1994.2
2713,HUM,C1_091,PIEN,SAP,1979,KC,-25,2006
2714,HUM,C1_098,ABLA,SAP,1997,KC,-25,2006
2715,HUM,C1_099,PIEN,SAP,1984,KC,-25,2006
2716,HUM,C1_100,PIEN,SAP,1978,KC,-25,2006
2717,HUM,C1_101,PIEN,MAT,1937,KC,-25,2006
2718,HUM,C1_102,PIEN,MAT,1956,KC,-25,2006
2719,HUM,C1_103,PIEN,MAT,1977,KC,-25,2006
2720,HUM,C1_104,PIEN,MAT,1954,KC,-25,2006
2721,HUM,C1_409,PIEN,SEE,1993,KC,-25,2006
2722,HUM,C1_410,PIEN,SEE,1991,KC,-25,2006
2723,HUM,C1_411,PIEN,SEE,1995,KC,-25,2006
2724,HUM,C2_013,PIEN,MAT,1954,KC,-25,2006
2725,HUM,C2_014,PIEN,MAT,1937,KC,-25,2006
2726,HUM,C2_015,PIEN,MAT,1960,KC,-25,2006
2727,HUM,C2_016,PIEN,MAT,1941,KC,-25,2006
2728,HUM,D1_241,PIEN,SEE,1993,KC,-5,2015.4
2729,HUM,D1_242,PIEN,SAP,1985,KC,-5,2015.4
2730,HUM,D1_243,PIEN,SEE,2001,KC,-5,2015.4
2731,HUM,D1_244,PIEN,SEE,1996,KC,-5,2015.4
2732,HUM,D1_245,ABLA,SEE,1997,KC,-5,2015.4
2733,HUM,D1_461,PIEN,MAT,1947,KC,-5,2015.4
2734,HUM,D1_462,PIEN,MAT,1955,KC,-5,2015.4
2735,HUM,D1_463,PIEN,MAT,1948,KC,-5,2015.4
2736,HUM,D1_464,PIEN,MAT,1941,KC,-5,2015.4
2737,HUM,D1_465,PIEN,MAT,1948,KC,-5,2015.4
2738,HUM,D1_466,PIEN,MAT,1975,KC,-5,2015.4
2739,HUM,D1_467,PIEN,MAT,1969,KC,-5,2015.4
2740,HUM,D1_468,PIEN,SAP,1980,KC,-5,2015.4
2741,HUM,D1_469,ABLA,SAP,1966,KC,-5,2015.4
2742,HUM,D1_470,PIEN,SAP,1971,KC,-5,2015.4
2743,HUM,E1_214,PIEN,SAP,1982,KC,5,2020.1
2744,HUM,E1_215,PIEN,SEE,1994,KC,5,2020.1
2745,HUM,E1_439,ABLA,MAT,1975,KC,5,2020.1
2746,HUM,E1_440,ABLA,SAP,1986,KC,5,2020.1
2747,HUM,E1_441,PIEN,MAT,1950,KC,5,2020.1
2748,HUM,E1_442,ABLA,KRU,1951,KC,5,2020.1
2749,HUM,E1_666,PIEN,SEE,2002,KC,5,2020.1
2750,HUM,E2_421,PIEN,MAT,1970,KC,5,2020.1
2751,HUM,E2_422,PIEN,SAP,1984,KC,5,2020.1
2752,HUM,E2_528,PIEN,KRU,1978,KC,5,2020.1
2753,HUM,E2_529,PIEN,SEE,1990,KC,5,2020.1
2754,HUM,E2_530,ABLA,SEE,1999,KC,5,2020.1
2755,HUM,E2_531,ABLA,SEE,2001,KC,5,2020.1
2756,HUM,E2_532,PIEN,SEE,2005,KC,5,2020.1
2757,HUM,E3_042,ABLA,SAP,1966,KC,5,2020.1
2758,HUM,E3_433,PIEN,SEE,1998,KC,5,2020.1
2759,HUM,E3_434,ABLA,KRU,1994,KC,5,2020.1
2760,HUM,E3_435,ABLA,SEE,1999,KC,5,2020.1
2761,HUM,E3_436,PIEN,SEE,1997,KC,5,2020.1
2762,HUM,E3_437,PIEN,SEE,2001,KC,5,2020.1
2763,HUM,E3_438,ABLA,SEE,1980,KC,5,2020.1
2764,HUM,F1_433,PIEN,MAT,1953,KC,25,2029.6
2765,HUM,F1_434,PIEN,SAP,1986,KC,25,2029.6
2766,HUM,F1_435,PIEN,SAP,1977,KC,25,2029.6
2767,HUM,F1_466,PIEN,SEE,1998,KC,25,2029.6
2768,HUM,F1_467,PIEN,SEE,2002,KC,25,2029.6
2769,HUM,F1_468,PIEN,SEE,1997,KC,25,2029.6
2770,HUM,F1_469,PIEN,SEE,1995,KC,25,2029.6
2771,HUM,F1_470,PIEN,SEE,1996,KC,25,2029.6
2772,HUM,F1_471,PIEN,SEE,2001,KC,25,2029.6
2773,HUM,F2_350,ABLA,SEE,1976,KC,25,2029.6
2774,HUM,F2_420,PIEN,SAP,1956,KC,25,2029.6
2775,HUM,F3_423,PIEN,MAT,1959,KC,25,2029.6
2776,HUM,F3_424,PIEN,MAT,1969,KC,25,2029.6
2777,HUM,F3_652,PIEN,SEE,1998,KC,25,2029.6
2778,HUM,F3_653,PIEN,SEE,1997,KC,25,2029.6
2779,HUM,F3_654,PIEN,SEE,1997,KC,25,2029.6
2780,HUM,F3_655,ABLA,SEE,1995,KC,25,2029.6
2781,HUM,F3_656,PIEN,SEE,2000,KC,25,2029.6
2782,HUM,F3_657,PIEN,SEE,1996,KC,25,2029.6
2783,HUM,G1_008,PIEN,SAP,1990,KC,50,2041.4
2784,HUM,G1_009,PIEN,MAT,1960,KC,50,2041.4
2785,HUM,G1_471,PIEN,SAP,1975,KC,50,2041.4
2786,HUM,G1_472,PIEN,SAP,1983,KC,50,2041.4
2787,HUM,G1_473,ABLA,KRU,1984,KC,50,2041.4
2788,HUM,G1_474,ABLA,KRU,1979,KC,50,2041.4
2789,HUM,G1_524,PIEN,SEE,1996,KC,50,2041.4
2790,HUM,G1_525,PIEN,SEE,1995,KC,50,2041.4
2791,HUM,G1_526,PIEN,SEE,2000,KC,50,2041.4
2792,HUM,G2_436,PIEN,KRU,1987,KC,50,2041.4
2793,HUM,G2_437,PIEN,KRU,1979,KC,50,2041.4
2794,HUM,G2_520,PIEN,SEE,1995,KC,50,2041.4
2795,HUM,G2_521,PIEN,SEE,1994,KC,50,2041.4
2796,HUM,G3_438,ABLA,KRU,1984,KC,50,2041.4
2797,HUM,G3_662,PIEN,SEE,1997,KC,50,2041.4
2798,HUM,G3_663,PIEN,SEE,1992,KC,50,2041.4
2799,HUM,G3_664,PIEN,SEE,1999,KC,50,2041.4
2800,HUM,G3_665,PIEN,SEE,1999,KC,50,2041.4
2801,HUM,H1_373,PIEN,SEE,1992,KC,100,2065
2802,HUM,H1_374,PIEN,SEE,1995,KC,100,2065
2803,HUM,H1_444,PIEN,KRU,1960,KC,100,2065
2804,HUM,H1_445,PIEN,KRU,1987,KC,100,2065
2805,HUM,H1_458,PIEN,KRU,1957,KC,100,2065
2806,HUM,H1_460,PIEN,KRU,1937,KC,100,2065
2807,HUM,H2_206,PIEN,KRU,1987,KC,100,2065
2808,HUM,H2_207,PIEN,KRU,1982,KC,100,2065
2809,HUM,H2_208,PIEN,KRU,1984,KC,100,2065
2810,HUM,H2_209,PIEN,KRU,1980,KC,100,2065
2811,HUM,H3_459,PIEN,KRU,1980,KC,100,2065
2812,HUM,I1_533,PIEN,SEE,1972,KC,0,NA
2813,HUM,I1_534,PIEN,SEE,1998,KC,0,NA
2814,HUM,I1_535,PIEN,SEE,1999,KC,0,NA
2815,HUM,I1_536,PIEN,SEE,1995,KC,0,NA
2816,HUM,I1_537,PIEN,SEE,1994,KC,0,NA
2817,HUM,I1_538,ABLA,SEE,1995,KC,0,NA
2818,HUM,I1_539,ABLA,SEE,1988,KC,0,NA
2819,HUM,I2_425,ABLA,KRU,1971,KC,0,NA
2820,HUM,I2_426,PIEN,KRU,1986,KC,0,NA
2821,HUM,I2_427,ABLA,KRU,1981,KC,0,NA
2822,HUM,I2_428,PIEN,KRU,1961,KC,0,NA
2823,HUM,I2_429,PIAL,KRU,1934,KC,0,NA
2824,HUM,I2_430,ABLA,KRU,1940,KC,0,NA
2825,HUM,I2_431,PIEN,SAP,1969,KC,0,NA
2826,HUM,I2_658,PIEN,SEE,1983,KC,0,NA
2827,HUM,I2_660,PIEN,SEE,1997,KC,0,NA
2828,HUM,I2_661,PIEN,SEE,1995,KC,0,NA
2829,HUM,I3_418,PIEN,KRU,1939,KC,0,NA
2830,HUM,I3_419,PIEN,KRU,1952,KC,0,NA
2831,HWA,A1_005,ABLA,MAT,1980,KC,-100,2226.9
2832,HWA,A1_375,PIEN,SEE,2001,KC,-100,2226.9
2833,HWA,A2_030,ABLA,SAP,1973,KC,-100,2226.9
2834,HWA,A2_485,PIEN,SAP,1975,KC,-100,2226.9
2835,HWA,A2_486,ABLA,SEE,1979,KC,-100,2226.9
2836,HWA,A2_526,PIEN,MAT,1970,KC,-100,2226.9
2837,HWA,A2_527,PIAL,SAP,1986,KC,-100,2226.9
2838,HWA,A2_528,ABLA,MAT,1950,KC,-100,2226.9
2839,HWA,A2_529,ABLA,MAT,1962,KC,-100,2226.9
2840,HWA,A2_530,ABLA,SAP,1979,KC,-100,2226.9
2841,HWA,A3_028,PIAL,SAP,2000,KC,-100,2226.9
2842,HWA,A3_029,PIAL,MAT,1982,KC,-100,2226.9
2843,HWA,B1_503,PIAL,MAT,1926,KC,-50,2246.4
2844,HWA,B1_510,PIEN,MAT,1979,KC,-50,2246.4
2845,HWA,B1_511,PIAL,MAT,1980,KC,-50,2246.4
2846,HWA,B1_512,PIAL,MAT,1979,KC,-50,2246.4
2847,HWA,B1_616,PIEN,SEE,1995,KC,-50,2246.4
2848,HWA,B1_617,PIEN,SEE,1993,KC,-50,2246.4
2849,HWA,B1_618,PIEN,SEE,2001,KC,-50,2246.4
2850,HWA,B2_061,MISL,MAT,1985,KC,-50,2246.4
2851,HWA,B2_066,PIAL,SAP,1966,KC,-50,2246.4
2852,HWA,B2_067,ABLA,MAT,1980,KC,-50,2246.4
2853,HWA,B2_068,ABLA,MAT,1965,KC,-50,2246.4
2854,HWA,B2_069,MISL,SAP,1974,KC,-50,2246.4
2855,HWA,B2_507,ABLA,SAP,1988,KC,-50,2246.4
2856,HWA,B2_508,PIAL,MAT,1956,KC,-50,2246.4
2857,HWA,B2_509,PIAL,MAT,1948,KC,-50,2246.4
2858,HWA,B3_092,PIAL,SAP,1998,KC,-50,2246.4
2859,HWA,C1_504,PIAL,SAP,1961,KC,-25,2256.2
2860,HWA,C1_505,PIAL,SAP,1984,KC,-25,2256.2
2861,HWA,C1_506,PIEN,MAT,1961,KC,-25,2256.2
2862,HWA,C1_621,ABLA,SAP,1973,KC,-25,2256.2
2863,HWA,C1_622,ABLA,SEE,2002,KC,-25,2256.2
2864,HWA,C2_107,PIEN,MAT,1975,KC,-25,2256.2
2865,HWA,C2_108,ABLA,MAT,1983,KC,-25,2256.2
2866,HWA,C2_109,ABLA,SAP,1984,KC,-25,2256.2
2867,HWA,C2_110,ABLA,MAT,1984,KC,-25,2256.2
2868,HWA,C2_111,PIAL,MAT,1969,KC,-25,2256.2
2869,HWA,C2_160,PIEN,MAT,1972,KC,-25,2256.2
2870,HWA,C2_527,ABLA,SAP,1969,KC,-25,2256.2
2871,HWA,C3_077,PIAL,MAT,1981,KC,-25,2256.2
2872,HWA,C3_078,PIAL,MAT,1981,KC,-25,2256.2
2873,HWA,C3_079,ABLA,SAP,1988,KC,-25,2256.2
2874,HWA,C3_080,PIAL,SAP,1977,KC,-25,2256.2
2875,HWA,C3_081,PIAL,MAT,1985,KC,-25,2256.2
2876,HWA,C3_082,ABLA,MAT,1982,KC,-25,2256.2
2877,HWA,C3_083,PIEN,SAP,1991,KC,-25,2256.2
2878,HWA,C3_084,PIEN,MAT,1982,KC,-25,2256.2
2879,HWA,C3_085,PIAL,SAP,1987,KC,-25,2256.2
2880,HWA,C3_086,ABLA,SAP,1986,KC,-25,2256.2
2881,HWA,C3_445,ABLA,SEE,1994,KC,-25,2256.2
2882,HWA,D1_124,ABLA,SAP,1974,KC,-5,2264
2883,HWA,D1_125,ABLA,MAT,1982,KC,-5,2264
2884,HWA,D1_126,PIEN,MAT,1957,KC,-5,2264
2885,HWA,D1_127,PIAL,MAT,1968,KC,-5,2264
2886,HWA,D1_128,PIAL,MAT,1983,KC,-5,2264
2887,HWA,D1_129,PIEN,SAP,1991,KC,-5,2264
2888,HWA,D1_130,PIEN,SAP,1988,KC,-5,2264
2889,HWA,D2_515,LALY,SAP,1981,KC,-5,2264
2890,HWA,D2_516,ABLA,SEE,1996,KC,-5,2264
2891,HWA,D2_517,ABLA,SEE,1997,KC,-5,2264
2892,HWA,D2_518,ABLA,SAP,1977,KC,-5,2264
2893,HWA,D2_518,PIEN,SEE,1998,KC,-5,2264
2894,HWA,D2_519,PIAL,SAP,1977,KC,-5,2264
2895,HWA,D2_520,ABLA,SAP,1990,KC,-5,2264
2896,HWA,D2_521,PIAL,SAP,1980,KC,-5,2264
2897,HWA,D2_522,PIAL,MAT,1992,KC,-5,2264
2898,HWA,D2_523,PIAL,MAT,1986,KC,-5,2264
2899,HWA,D3_446,PIAL,MAT,1963,KC,-5,2264
2900,HWA,D3_447,PIEN,SAP,1981,KC,-5,2264
2901,HWA,D3_453,ABLA,MAT,1980,KC,-5,2264
2902,HWA,D3_454,ABLA,MAT,1966,KC,-5,2264
2903,HWA,D3_456,PIAL,SAP,1978,KC,-5,2264
2904,HWA,D3_457,PIAL,SAP,1990,KC,-5,2264
2905,HWA,E1_043,PIAL,SAP,1992,KC,5,2267.9
2906,HWA,E1_364,PIEN,SEE,2003,KC,5,2267.9
2907,HWA,E2_489,PIAL,MAT,1980,KC,5,2267.9
2908,HWA,E2_496,PIAL,MAT,1977,KC,5,2267.9
2909,HWA,E3_490,PIAL,MAT,1963,KC,5,2267.9
2910,HWA,E3_491,ABLA,SAP,1982,KC,5,2267.9
2911,HWA,E3_492,ABLA,SAP,1976,KC,5,2267.9
2912,HWA,E3_493,PIAL,MAT,1979,KC,5,2267.9
2913,HWA,E3_494,ABLA,MAT,1978,KC,5,2267.9
2914,HWA,E3_495,ABLA,SAP,1978,KC,5,2267.9
2915,HWA,E3_498,PIEN,MAT,1981,KC,5,2267.9
2916,HWA,E3_513,PIEN,MAT,1974,KC,5,2267.9
2917,HWA,E3_514,ABLA,MAT,1979,KC,5,2267.9
2918,HWA,E3_515,PIEN,MAT,1984,KC,5,2267.9
2919,HWA,E3_516,PIAL,MAT,1985,KC,5,2267.9
2920,HWA,E3_619,ABLA,SAP,1977,KC,5,2267.9
2921,HWA,E3_620,ABLA,SEE,1994,KC,5,2267.9
2922,HWA,F2_040,ABLA,SAP,1982,KC,25,2275.7
2923,HWA,F2_041,PIAL,MAT,1977,KC,25,2275.7
2924,HWA,F2_302,ABLA,SEE,1994,KC,25,2275.7
2925,HWA,F2_303,PIEN,SEE,1999,KC,25,2275.7
2926,HWA,F2_304,PIEN,SEE,1985,KC,25,2275.7
2927,HWA,F3_497,PIEN,SAP,1994,KC,25,2275.7
2928,HWA,F3_499,PIEN,SAP,1982,KC,25,2275.7
2929,HWA,G2_448,PIEN,SAP,1996,KC,50,2285.5
2930,HWA,G2_449,PIAL,MAT,1962,KC,50,2285.5
2931,HWA,G2_450,PIEN,SAP,1990,KC,50,2285.5
2932,HWA,G2_452,PIEN,MAT,1974,KC,50,2285.5
2933,HWA,G2_500,ABLA,SAP,1977,KC,50,2285.5
2934,HWA,G2_501,PIEN,SAP,1981,KC,50,2285.5
2935,HWA,G2_502,PIEN,MAT,1978,KC,50,2285.5
2936,HWA,G2_559,ABLA,SEE,1996,KC,50,2285.5
2937,HWA,G2_560,ABLA,SEE,1997,KC,50,2285.5
2938,HWA,G2_561,ABLA,SEE,1997,KC,50,2285.5
2939,HWA,G3_156,PIEN,SAP,1979,KC,50,2285.5
2940,HWA,G3_157,PIEN,SAP,1988,KC,50,2285.5
2941,HWA,G3_158,ABLA,SAP,1987,KC,50,2285.5
2942,HWA,G3_159,PIEN,SAP,1972,KC,50,2285.5
2943,HWA,G3_642,ABLA,SEE,1992,KC,50,2285.5
2944,HWA,G3_643,PIEN,SEE,1993,KC,50,2285.5
2945,HWA,G3_644,ABLA,SAP,1980,KC,50,2285.5
2946,HWA,G3_645,ABLA,SEE,1995,KC,50,2285.5
2947,PMR,A1_105,ABLA,SAP,1979,KC,-100,2244.2
2948,PMR,A1_106,ABLA,SAP,1986,KC,-100,2244.2
2949,PMR,A1_107,ABLA,SAP,1976,KC,-100,2244.2
2950,PMR,A1_583,PIEN,SEE,1983,KC,-100,2244.2
2951,PMR,A1_584,PIEN,SEE,1985,KC,-100,2244.2
2952,PMR,A1_585,ABLA,SEE,1986,KC,-100,2244.2
2953,PMR,A1_586,ABLA,SEE,1980,KC,-100,2244.2
2954,PMR,A1_587,PIEN,SEE,1999,KC,-100,2244.2
2955,PMR,A2_022,ABLA,MAT,1896,KC,-100,2244.2
2956,PMR,A2_023,ABLA,SAP,1950,KC,-100,2244.2
2957,PMR,A2_029,ABLA,MAT,1951,KC,-100,2244.2
2958,PMR,A2_030,ABLA,SAP,1938,KC,-100,2244.2
2959,PMR,A2_031,ABLA,SAP,1944,KC,-100,2244.2
2960,PMR,A2_032,LALY,MAT,1916,KC,-100,2244.2
2961,PMR,A2_033,ABLA,MAT,1931,KC,-100,2244.2
2962,PMR,A2_034,ABLA,MAT,1931,KC,-100,2244.2
2963,PMR,A2_035,ABLA,MAT,1968,KC,-100,2244.2
2964,PMR,A2_080,PIEN,SAP,1965,KC,-100,2244.2
2965,PMR,A2_081,LALY,MAT,1955,KC,-100,2244.2
2966,PMR,A2_082,PIEN,MAT,1939,KC,-100,2244.2
2967,PMR,A2_083,LALY,MAT,1884,KC,-100,2244.2
2968,PMR,A2_084,PIEN,MAT,1927,KC,-100,2244.2
2969,PMR,A2_450,ABLA,SEE,1970,KC,-100,2244.2
2970,PMR,A2_451,ABLA,SEE,1975,KC,-100,2244.2
2971,PMR,A2_452,ABLA,SEE,1972,KC,-100,2244.2
2972,PMR,A3_057,PIEN,SAP,1985,KC,-100,2244.2
2973,PMR,A3_058,ABLA,MAT,1918,KC,-100,2244.2
2974,PMR,A3_059,ABLA,SAP,1973,KC,-100,2244.2
2975,PMR,A3_060,ABLA,SAP,1977,KC,-100,2244.2
2976,PMR,A3_061,ABLA,MAT,1904,KC,-100,2244.2
2977,PMR,A3_062,ABLA,MAT,1897,KC,-100,2244.2
2978,PMR,A3_063,PIEN,MAT,1944,KC,-100,2244.2
2979,PMR,A3_064,PIEN,SAP,1973,KC,-100,2244.2
2980,PMR,A3_065,ABLA,SAP,1989,KC,-100,2244.2
2981,PMR,A3_066,PIEN,SAP,1944,KC,-100,2244.2
2982,PMR,A3_102,ABLA,MAT,1866,KC,-100,2244.2
2983,PMR,A3_103,ABLA,MAT,1921,KC,-100,2244.2
2984,PMR,A3_104,ABLA,MAT,1984,KC,-100,2244.2
2985,PMR,A3_604,ABLA,SEE,1985,KC,-100,2244.2
2986,PMR,A3_605,PIEN,SEE,1999,KC,-100,2244.2
2987,PMR,A3_606,ABLA,SEE,1973,KC,-100,2244.2
2988,PMR,A3_607,ABLA,SEE,1987,KC,-100,2244.2
2989,PMR,A3_608,PIEN,SEE,1986,KC,-100,2244.2
2990,PMR,A3_609,PIEN,SEE,1999,KC,-100,2244.2
2991,PMR,B1_001,PIEN,MAT,1956,KC,-50,2266.9
2992,PMR,B1_002,PIEN,SAP,1980,KC,-50,2266.9
2993,PMR,B1_003,PIEN,MAT,1928,KC,-50,2266.9
2994,PMR,B1_004,ABLA,SAP,1980,KC,-50,2266.9
2995,PMR,B1_005,PIEN,MAT,1965,KC,-50,2266.9
2996,PMR,B1_006,ABLA,SAP,1975,KC,-50,2266.9
2997,PMR,B1_007,PIEN,MAT,1967,KC,-50,2266.9
2998,PMR,B1_085,PIEN,MAT,1974,KC,-50,2266.9
2999,PMR,B1_086,PIEN,MAT,1904,KC,-50,2266.9
3000,PMR,B1_087,ABLA,MAT,1939,KC,-50,2266.9
3001,PMR,B1_088,PIEN,SAP,1958,KC,-50,2266.9
3002,PMR,B1_090,PIEN,SAP,1975,KC,-50,2266.9
3003,PMR,B1_091,PIEN,MAT,1900,KC,-50,2266.9
3004,PMR,B1_092,PIEN,MAT,1937,KC,-50,2266.9
3005,PMR,B1_093,PIEN,MAT,1941,KC,-50,2266.9
3006,PMR,B1_094,PIEN,MAT,1939,KC,-50,2266.9
3007,PMR,B1_569,PIEN,SEE,1982,KC,-50,2266.9
3008,PMR,B1_570,PIEN,SEE,1984,KC,-50,2266.9
3009,PMR,B1_571,PIEN,SEE,1991,KC,-50,2266.9
3010,PMR,B1_572,ABLA,SEE,1981,KC,-50,2266.9
3011,PMR,B1_573,ABLA,SEE,1977,KC,-50,2266.9
3012,PMR,B1_574,ABLA,SEE,1977,KC,-50,2266.9
3013,PMR,B2_015,ABLA,MAT,1893,KC,-50,2266.9
3014,PMR,B2_016,ABLA,MAT,1961,KC,-50,2266.9
3015,PMR,B2_017,ABLA,SAP,1882,KC,-50,2266.9
3016,PMR,B2_019,ABLA,SAP,1986,KC,-50,2266.9
3017,PMR,B2_020,ABLA,MAT,1846,KC,-50,2266.9
3018,PMR,B2_021,PIEN,MAT,1918,KC,-50,2266.9
3019,PMR,B2_043,ABLA,MAT,1924,KC,-50,2266.9
3020,PMR,B2_044,PIEN,MAT,1943,KC,-50,2266.9
3021,PMR,B2_045,ABLA,MAT,1942,KC,-50,2266.9
3022,PMR,B2_046,ABLA,SAP,1860,KC,-50,2266.9
3023,PMR,B2_047,PIEN,SAP,1939,KC,-50,2266.9
3024,PMR,B2_048,PIAL,SAP,1975,KC,-50,2266.9
3025,PMR,B2_049,PIEN,MAT,1936,KC,-50,2266.9
3026,PMR,B2_503,ABLA,SAP,1975,KC,-50,2266.9
3027,PMR,B2_504,PIEN,SAP,1975,KC,-50,2266.9
3028,PMR,B2_505,ABLA,SAP,1970,KC,-50,2266.9
3029,PMR,B2_506,ABLA,SAP,1979,KC,-50,2266.9
3030,PMR,B2_507,PIEN,SAP,1984,KC,-50,2266.9
3031,PMR,B3_550,LALY,MAT,1871,KC,-50,2266.9
3032,PMR,B3_551,ABLA,SAP,1986,KC,-50,2266.9
3033,PMR,B3_552,LALY,MAT,1951,KC,-50,2266.9
3034,PMR,B3_553,ABLA,SAP,1984,KC,-50,2266.9
3035,PMR,B3_554,PIEN,MAT,1961,KC,-50,2266.9
3036,PMR,B3_555,ABLA,SAP,1983,KC,-50,2266.9
